Round,Test Accuracy,Test Loss,Comm Cost (MB),Elapsed (s),Round Time (s),Straggler Ratio,Participation Rate,Train Loss,Train Accuracy
1.0,0.1009,4.391795,204.127884,5070.168695,50.70165,0.0,0.5,0.044404,0.995692
2.0,0.1742,2.389679,204.127884,5070.168701,50.70165,0.0,0.5,0.06152,0.985837
3.0,0.1009,5.518652,204.127884,5070.168703,50.70165,0.0,0.5,0.036769,0.991643
4.0,0.2282,2.424708,204.127884,5070.168706,50.70165,0.0,0.5,0.046769,0.990439
5.0,0.189,3.584657,204.127884,5070.168709,50.70165,0.0,0.5,0.022433,0.994489
6.0,0.2886,2.124165,204.127884,5070.168711,50.70165,0.0,0.5,0.028342,0.993235
7.0,0.1813,4.188703,204.127884,5070.168714,50.70165,0.0,0.5,0.015724,0.996135
8.0,0.3835,1.982723,204.127884,5070.168717,50.70165,0.0,0.5,0.025241,0.994303
9.0,0.2704,4.29194,204.127884,5070.16872,50.70165,0.0,0.5,0.01392,0.996611
10.0,0.3879,2.405232,204.127884,5070.168723,50.70165,0.0,0.5,0.014715,0.996787
11.0,0.3927,2.696051,204.127884,5070.168726,50.70165,0.0,0.5,0.023548,0.993674
12.0,0.3831,2.457821,204.127884,5070.168729,50.70165,0.0,0.5,0.008052,0.997961
13.0,0.4468,2.04299,204.127884,5070.168732,50.70165,0.0,0.5,0.00711,0.998059
14.0,0.3717,2.990315,204.127884,5070.168736,50.70165,0.0,0.5,0.010287,0.997606
15.0,0.3285,3.505055,204.127884,5070.168738,50.70165,0.0,0.5,0.025892,0.993791
16.0,0.4555,1.815889,204.127884,5070.168745,50.70165,0.0,0.5,0.01462,0.99622
17.0,0.4491,2.205052,204.127884,5070.16875,50.70165,0.0,0.5,0.003766,0.999105
18.0,0.3928,3.398721,204.127884,5070.168754,50.70165,0.0,0.5,0.014685,0.995811
19.0,0.3425,2.917451,204.127884,5070.168758,50.70165,0.0,0.5,0.008355,0.998119
20.0,0.5161,1.83337,204.127884,5070.168762,50.70165,0.0,0.5,0.015579,0.99586
21.0,0.4026,3.093235,204.127884,5070.168766,50.70165,0.0,0.5,0.00633,0.997973
22.0,0.5628,1.68035,204.127884,5070.16877,50.70165,0.0,0.5,0.014188,0.996323
23.0,0.4554,2.359606,204.127884,5070.168774,50.70165,0.0,0.5,0.006134,0.998507
24.0,0.6208,1.604737,204.127884,5070.168778,50.70165,0.0,0.5,0.007826,0.998172
25.0,0.5785,1.795329,204.127884,5070.168783,50.70165,0.0,0.5,0.005217,0.998732
26.0,0.5749,1.964676,204.127884,5070.168788,50.70165,0.0,0.5,0.007077,0.998227
27.0,0.5527,1.993051,204.127884,5070.168793,50.70165,0.0,0.5,0.008864,0.998201
28.0,0.5267,2.736773,204.127884,5070.168798,50.70165,0.0,0.5,0.004074,0.99885
29.0,0.5386,2.156897,204.127884,5070.168802,50.70165,0.0,0.5,0.014128,0.996654
30.0,0.4444,3.00838,204.127884,5070.168807,50.70165,0.0,0.5,0.005654,0.998555
31.0,0.4466,3.121532,204.127884,5070.168812,50.70165,0.0,0.5,0.007733,0.998171
32.0,0.4927,2.404552,204.127884,5070.168817,50.70165,0.0,0.5,0.006472,0.998381
33.0,0.4489,3.282906,204.127884,5070.168823,50.70165,0.0,0.5,0.00906,0.997773
34.0,0.5266,2.4127,204.127884,5070.168831,50.70165,0.0,0.5,0.008278,0.998027
35.0,0.6233,1.686258,204.127884,5070.168837,50.70165,0.0,0.5,0.004226,0.998949
36.0,0.6225,1.822129,204.127884,5070.168842,50.70165,0.0,0.5,0.006861,0.998341
37.0,0.6389,1.761001,204.127884,5070.168848,50.70165,0.0,0.5,0.002239,0.999406
38.0,0.6373,1.702112,204.127884,5070.168853,50.70165,0.0,0.5,0.003449,0.999235
39.0,0.6108,1.923706,204.127884,5070.168859,50.70165,0.0,0.5,0.003395,0.99919
40.0,0.5954,2.101425,204.127884,5070.168865,50.70165,0.0,0.5,0.007083,0.998398
41.0,0.5635,2.07554,204.127884,5070.168871,50.70165,0.0,0.5,0.003472,0.999317
42.0,0.6301,2.019194,204.127884,5070.168878,50.70165,0.0,0.5,0.004177,0.998889
43.0,0.5919,1.938017,204.127884,5070.168883,50.70165,0.0,0.5,0.002348,0.999354
44.0,0.6407,1.856133,204.127884,5070.16889,50.70165,0.0,0.5,0.002213,0.999442
45.0,0.5795,2.38815,204.127884,5070.168896,50.70165,0.0,0.5,0.004405,0.99899
46.0,0.5551,2.261743,204.127884,5070.168902,50.70165,0.0,0.5,0.008018,0.998236
47.0,0.5511,2.859352,204.127884,5070.168909,50.70165,0.0,0.5,0.005288,0.998517
48.0,0.609,1.744886,204.127884,5070.168916,50.70165,0.0,0.5,0.003674,0.999186
49.0,0.5359,2.966285,204.127884,5070.168922,50.70165,0.0,0.5,0.003447,0.999186
50.0,0.5283,2.598893,204.127884,5070.168929,50.70165,0.0,0.5,0.012043,0.997378
51.0,0.6493,1.631121,204.127884,5070.168936,50.70165,0.0,0.5,0.004895,0.99884
52.0,0.6386,1.703921,204.127884,5070.168943,50.70165,0.0,0.5,0.003729,0.999127
53.0,0.6625,1.664851,204.127884,5070.168951,50.70165,0.0,0.5,0.001667,0.999639
54.0,0.6129,1.962185,204.127884,5070.168959,50.70165,0.0,0.5,0.006402,0.998473
55.0,0.6694,1.616819,204.127884,5070.168967,50.70165,0.0,0.5,0.00136,0.999632
56.0,0.67,1.699658,204.127884,5070.168974,50.70165,0.0,0.5,0.002457,0.999429
57.0,0.6611,1.748438,204.127884,5070.168981,50.70165,0.0,0.5,0.002386,0.999488
58.0,0.6611,1.799053,204.127884,5070.168989,50.70165,0.0,0.5,0.004051,0.999095
59.0,0.6731,1.685098,204.127884,5070.168997,50.70165,0.0,0.5,0.004213,0.999084
60.0,0.6679,1.727193,204.127884,5070.169005,50.70165,0.0,0.5,0.000799,0.99985
61.0,0.6604,1.785237,204.127884,5070.169025,50.70165,0.0,0.5,0.002191,0.999543
62.0,0.6589,1.941852,204.127884,5070.169033,50.70165,0.0,0.5,0.005069,0.998993
63.0,0.6806,1.726125,204.127884,5070.16904,50.70165,0.0,0.5,0.002225,0.999547
64.0,0.6483,1.899135,204.127884,5070.169049,50.70165,0.0,0.5,0.002144,0.999529
65.0,0.6479,1.936478,204.127884,5070.169057,50.70165,0.0,0.5,0.00214,0.999481
66.0,0.6653,1.877226,204.127884,5070.169079,50.70165,0.0,0.5,0.001554,0.999609
67.0,0.5873,2.443427,204.127884,5070.169087,50.70165,0.0,0.5,0.004175,0.999136
68.0,0.538,3.694957,204.127884,5070.169096,50.70165,0.0,0.5,0.010916,0.997747
69.0,0.3038,9.94638,204.127884,5070.169104,50.70165,0.0,0.5,0.009964,0.99833
70.0,0.3919,2.864946,204.127884,5070.169112,50.70165,0.0,0.5,0.048484,0.994619
71.0,0.4254,1.732257,204.127884,5070.169121,50.70165,0.0,0.5,0.010762,0.997461
72.0,0.4236,2.376401,204.127884,5070.16913,50.70165,0.0,0.5,0.013171,0.996245
73.0,0.599,1.34271,204.127884,5070.169138,50.70165,0.0,0.5,0.004938,0.998538
74.0,0.6127,1.394185,204.127884,5070.169147,50.70165,0.0,0.5,0.002611,0.999282
75.0,0.6231,1.563435,204.127884,5070.169156,50.70165,0.0,0.5,0.004212,0.998825
76.0,0.597,2.028708,204.127884,5070.169165,50.70165,0.0,0.5,0.008473,0.99758
77.0,0.6513,1.496426,204.127884,5070.169175,50.70165,0.0,0.5,0.005909,0.998644
78.0,0.5571,2.036471,204.127884,5070.169187,50.70165,0.0,0.5,0.006533,0.998386
79.0,0.6486,1.566746,204.127884,5070.169196,50.70165,0.0,0.5,0.002226,0.999326
80.0,0.5742,2.11439,204.127884,5070.169206,50.70165,0.0,0.5,0.006204,0.998325
81.0,0.5968,1.8936,204.127884,5070.169215,50.70165,0.0,0.5,0.006364,0.998422
82.0,0.6314,1.624268,204.127884,5070.169225,50.70165,0.0,0.5,0.00395,0.99898
83.0,0.6558,1.438323,204.127884,5070.169234,50.70165,0.0,0.5,0.002814,0.999244
84.0,0.6455,1.615537,204.127884,5070.169244,50.70165,0.0,0.5,0.004052,0.998919
85.0,0.5096,3.228257,204.127884,5070.169254,50.70165,0.0,0.5,0.007216,0.998103
86.0,0.6147,1.768316,204.127884,5070.169264,50.70165,0.0,0.5,0.001888,0.999524
87.0,0.6353,1.49256,204.127884,5070.169274,50.70165,0.0,0.5,0.002447,0.999405
88.0,0.6457,1.444906,204.127884,5070.169284,50.70165,0.0,0.5,0.002141,0.999394
89.0,0.6288,1.667783,204.127884,5070.169295,50.70165,0.0,0.5,0.003405,0.998977
90.0,0.6694,1.620002,204.127884,5070.169305,50.70165,0.0,0.5,0.00364,0.999112
91.0,0.6902,1.329844,204.127884,5070.169315,50.70165,0.0,0.5,0.003142,0.999248
92.0,0.6729,1.389565,204.127884,5070.169326,50.70165,0.0,0.5,0.001464,0.99967
93.0,0.6575,1.557533,204.127884,5070.169343,50.70165,0.0,0.5,0.001321,0.999629
94.0,0.6187,1.739231,204.127884,5070.169356,50.70165,0.0,0.5,0.003119,0.999129
95.0,0.6749,1.563473,204.127884,5070.169367,50.70165,0.0,0.5,0.004129,0.998888
96.0,0.6032,1.904271,204.127884,5070.169378,50.70165,0.0,0.5,0.000768,0.999806
97.0,0.6798,1.424953,204.127884,5070.169389,50.70165,0.0,0.5,0.002634,0.999239
98.0,0.6737,1.476685,204.127884,5070.1694,50.70165,0.0,0.5,0.001604,0.999549
99.0,0.6281,1.712416,204.127884,5070.169411,50.70165,0.0,0.5,0.004827,0.998639
100.0,0.6689,1.52723,204.127884,5070.169423,50.70165,0.0,0.5,0.002625,0.999261
