Round,Test Accuracy,Test Loss,Comm Cost (MB),Elapsed (s),Round Time (s),Straggler Ratio,Participation Rate,Train Loss,Train Accuracy
1.0,0.3776,1.747079,40.847549,19305.008246,193.050057,0.0,0.5,1.129415,0.598232
2.0,0.5144,1.384307,40.847549,19305.008254,193.050057,0.0,0.5,0.68631,0.759484
3.0,0.5596,1.269594,40.847549,19305.008257,193.050057,0.0,0.5,0.514793,0.818743
4.0,0.6004,1.273577,40.847549,19305.00826,193.050057,0.0,0.5,0.326303,0.886707
5.0,0.559,1.559897,40.847549,19305.008262,193.050057,0.0,0.5,0.218959,0.9236
6.0,0.6061,1.490297,40.847549,19305.008265,193.050057,0.0,0.5,0.176238,0.940606
7.0,0.578,2.003967,40.847549,19305.008267,193.050057,0.0,0.5,0.077646,0.97533
8.0,0.5863,1.86596,40.847549,19305.00827,193.050057,0.0,0.5,0.08509,0.972298
9.0,0.6014,1.519503,40.847549,19305.008273,193.050057,0.0,0.5,0.201356,0.930314
10.0,0.6111,2.010129,40.847549,19305.008277,193.050057,0.0,0.5,0.051423,0.983494
11.0,0.6419,1.464288,40.847549,19305.00828,193.050057,0.0,0.5,0.091714,0.969253
12.0,0.5755,2.71566,40.847549,19305.008282,193.050057,0.0,0.5,0.015867,0.995471
13.0,0.6183,1.822714,40.847549,19305.008286,193.050057,0.0,0.5,0.055099,0.981632
14.0,0.6301,1.472882,40.847549,19305.008289,193.050057,0.0,0.5,0.065708,0.978463
15.0,0.6303,1.42589,40.847549,19305.008292,193.050057,0.0,0.5,0.11017,0.961994
16.0,0.6422,1.585541,40.847549,19305.008295,193.050057,0.0,0.5,0.043758,0.985792
17.0,0.6548,1.682358,40.847549,19305.008299,193.050057,0.0,0.5,0.028048,0.99141
18.0,0.5822,2.135553,40.847549,19305.008306,193.050057,0.0,0.5,0.060283,0.979662
19.0,0.6309,1.724252,40.847549,19305.008309,193.050057,0.0,0.5,0.049165,0.983899
20.0,0.6425,1.905953,40.847549,19305.008313,193.050057,0.0,0.5,0.022412,0.992945
21.0,0.5878,2.345355,40.847549,19305.008317,193.050057,0.0,0.5,0.039044,0.987015
22.0,0.6457,1.853249,40.847549,19305.008321,193.050057,0.0,0.5,0.025979,0.991363
