Round,Test Accuracy,Test Loss,Comm Cost (MB),Elapsed (s),Round Time (s),Straggler Ratio,Participation Rate,Train Loss,Train Accuracy
91.0,0.345,6.051516,40.847549,9231.539689,92.315369,0.0,0.5,0.007591,0.998022
92.0,0.418,4.839691,40.847549,9231.539701,92.315369,0.0,0.5,0.000369,0.999913
93.0,0.3448,6.384212,40.847549,9231.539714,92.315369,0.0,0.5,0.003634,0.999088
94.0,0.4401,4.244236,40.847549,9231.539728,92.315369,0.0,0.5,0.001136,0.999635
95.0,0.4363,4.451361,40.847549,9231.539739,92.315369,0.0,0.5,0.001657,0.999583
96.0,0.4189,4.803704,40.847549,9231.539751,92.315369,0.0,0.5,0.001836,0.999539
97.0,0.4856,3.507256,40.847549,9231.539763,92.315369,0.0,0.5,0.002027,0.999446
98.0,0.379,6.242508,40.847549,9231.539774,92.315369,0.0,0.5,0.002859,0.999088
99.0,0.5014,3.882105,40.847549,9231.539787,92.315369,0.0,0.5,0.000265,0.999939
100.0,0.4249,5.357666,40.847549,9231.539799,92.315369,0.0,0.5,0.001328,0.999642
