Method,Dataset,#Clients,#Rounds,Test Accuracy (%),Convergence Round,Comm. Cost (MB),ToA@50 (s),ToA@60 (s),ToA@70 (s)
SecureFedPROM (Ours),CIFAR10,50,50,73.13,N/A,1803.3,60.3,115.5,359.4
