Round,Test Accuracy,Test Loss,Comm Cost (MB),Elapsed (s),Round Time (s),Straggler Ratio,Participation Rate,Train Loss,Train Accuracy
1.0,0.9214,0.42124,204.127884,3292.237711,32.922338,0.0,0.5,0.851296,0.717968
2.0,0.9558,0.145167,204.127884,3292.237766,32.922338,0.0,0.5,0.193663,0.940871
3.0,0.9654,0.109634,204.127884,3292.237769,32.922338,0.0,0.5,0.10468,0.966781
4.0,0.9702,0.091434,204.127884,3292.237771,32.922338,0.0,0.5,0.075594,0.976456
5.0,0.9742,0.081772,204.127884,3292.237773,32.922338,0.0,0.5,0.056628,0.981994
6.0,0.9779,0.0703,204.127884,3292.237776,32.922338,0.0,0.5,0.046079,0.986023
7.0,0.9794,0.067463,204.127884,3292.237778,32.922338,0.0,0.5,0.040534,0.98782
8.0,0.9813,0.059693,204.127884,3292.237781,32.922338,0.0,0.5,0.035726,0.989168
9.0,0.9819,0.059222,204.127884,3292.237784,32.922338,0.0,0.5,0.030454,0.990633
10.0,0.9833,0.055469,204.127884,3292.237788,32.922338,0.0,0.5,0.027202,0.991924
11.0,0.9835,0.055497,204.127884,3292.237791,32.922338,0.0,0.5,0.025324,0.992563
12.0,0.9828,0.054461,204.127884,3292.237794,32.922338,0.0,0.5,0.01994,0.994511
13.0,0.9839,0.052015,204.127884,3292.237797,32.922338,0.0,0.5,0.016976,0.995207
14.0,0.9845,0.051735,204.127884,3292.2378,32.922338,0.0,0.5,0.015227,0.99589
15.0,0.9848,0.050441,204.127884,3292.237803,32.922338,0.0,0.5,0.016458,0.995362
16.0,0.9846,0.050222,204.127884,3292.237806,32.922338,0.0,0.5,0.012982,0.996575
17.0,0.9859,0.047617,204.127884,3292.237813,32.922338,0.0,0.5,0.013772,0.9961
18.0,0.9861,0.046218,204.127884,3292.23782,32.922338,0.0,0.5,0.016153,0.995014
19.0,0.9859,0.046507,204.127884,3292.237824,32.922338,0.0,0.5,0.014,0.995898
20.0,0.9859,0.045847,204.127884,3292.237828,32.922338,0.0,0.5,0.009563,0.997243
21.0,0.9862,0.046281,204.127884,3292.237832,32.922338,0.0,0.5,0.011218,0.996785
22.0,0.9864,0.045378,204.127884,3292.237835,32.922338,0.0,0.5,0.011446,0.996687
23.0,0.9869,0.043488,204.127884,3292.237856,32.922338,0.0,0.5,0.010377,0.997055
24.0,0.9869,0.045037,204.127884,3292.23786,32.922338,0.0,0.5,0.007333,0.99812
25.0,0.9871,0.04444,204.127884,3292.237866,32.922338,0.0,0.5,0.008845,0.997654
26.0,0.9875,0.043554,204.127884,3292.237871,32.922338,0.0,0.5,0.007127,0.998063
27.0,0.987,0.042947,204.127884,3292.237875,32.922338,0.0,0.5,0.008821,0.997432
28.0,0.9875,0.043066,204.127884,3292.23788,32.922338,0.0,0.5,0.007841,0.997731
29.0,0.987,0.04387,204.127884,3292.237885,32.922338,0.0,0.5,0.008134,0.997753
30.0,0.9873,0.042983,204.127884,3292.23789,32.922338,0.0,0.5,0.005984,0.998487
31.0,0.9871,0.043979,204.127884,3292.237894,32.922338,0.0,0.5,0.005821,0.99841
32.0,0.9873,0.043318,204.127884,3292.2379,32.922338,0.0,0.5,0.00646,0.998379
33.0,0.9876,0.042634,204.127884,3292.237905,32.922338,0.0,0.5,0.005823,0.998471
34.0,0.9874,0.043409,204.127884,3292.237911,32.922338,0.0,0.5,0.006168,0.998411
35.0,0.988,0.043277,204.127884,3292.237916,32.922338,0.0,0.5,0.003895,0.999163
36.0,0.9875,0.044497,204.127884,3292.237921,32.922338,0.0,0.5,0.003897,0.999121
37.0,0.9881,0.044264,204.127884,3292.237927,32.922338,0.0,0.5,0.004073,0.999073
38.0,0.9879,0.041794,204.127884,3292.237933,32.922338,0.0,0.5,0.005005,0.998659
39.0,0.9879,0.041536,204.127884,3292.237939,32.922338,0.0,0.5,0.004417,0.998831
40.0,0.9883,0.04271,204.127884,3292.237945,32.922338,0.0,0.5,0.004967,0.998594
41.0,0.9882,0.042955,204.127884,3292.237956,32.922338,0.0,0.5,0.003733,0.999113
42.0,0.9886,0.041476,204.127884,3292.237964,32.922338,0.0,0.5,0.004361,0.998836
43.0,0.9887,0.041555,204.127884,3292.23797,32.922338,0.0,0.5,0.003245,0.999267
44.0,0.9882,0.041327,204.127884,3292.237976,32.922338,0.0,0.5,0.004455,0.998775
45.0,0.9882,0.041604,204.127884,3292.237983,32.922338,0.0,0.5,0.005056,0.998472
46.0,0.9874,0.042804,204.127884,3292.23799,32.922338,0.0,0.5,0.003907,0.999022
47.0,0.9883,0.042228,204.127884,3292.237997,32.922338,0.0,0.5,0.002239,0.999583
48.0,0.9887,0.041614,204.127884,3292.238003,32.922338,0.0,0.5,0.002689,0.99944
49.0,0.9888,0.042255,204.127884,3292.23801,32.922338,0.0,0.5,0.00352,0.999137
50.0,0.9887,0.041665,204.127884,3292.238017,32.922338,0.0,0.5,0.002734,0.999429
51.0,0.9888,0.041402,204.127884,3292.238024,32.922338,0.0,0.5,0.003261,0.999234
52.0,0.9885,0.042706,204.127884,3292.238031,32.922338,0.0,0.5,0.001324,0.999827
53.0,0.9888,0.042597,204.127884,3292.238039,32.922338,0.0,0.5,0.002003,0.999623
54.0,0.9888,0.042047,204.127884,3292.238047,32.922338,0.0,0.5,0.002201,0.999553
55.0,0.9884,0.043739,204.127884,3292.238054,32.922338,0.0,0.5,0.001852,0.999627
56.0,0.9891,0.041438,204.127884,3292.238062,32.922338,0.0,0.5,0.002575,0.999357
57.0,0.9892,0.042482,204.127884,3292.23807,32.922338,0.0,0.5,0.001935,0.999626
58.0,0.989,0.042673,204.127884,3292.238077,32.922338,0.0,0.5,0.001993,0.999543
59.0,0.9895,0.041249,204.127884,3292.238085,32.922338,0.0,0.5,0.002141,0.999548
60.0,0.9894,0.042237,204.127884,3292.238094,32.922338,0.0,0.5,0.001321,0.999705
61.0,0.9899,0.042153,204.127884,3292.238102,32.922338,0.0,0.5,0.001774,0.999683
62.0,0.9894,0.042839,204.127884,3292.23811,32.922338,0.0,0.5,0.001451,0.999709
63.0,0.9895,0.04237,204.127884,3292.238119,32.922338,0.0,0.5,0.001544,0.999656
64.0,0.9898,0.041394,204.127884,3292.238127,32.922338,0.0,0.5,0.002342,0.999373
65.0,0.9898,0.041009,204.127884,3292.238137,32.922338,0.0,0.5,0.0019,0.999579
66.0,0.9894,0.04322,204.127884,3292.238152,32.922338,0.0,0.5,0.002118,0.999486
67.0,0.989,0.043281,204.127884,3292.238161,32.922338,0.0,0.5,0.001919,0.999542
68.0,0.9894,0.042951,204.127884,3292.238169,32.922338,0.0,0.5,0.001107,0.999835
69.0,0.9892,0.042653,204.127884,3292.238178,32.922338,0.0,0.5,0.001575,0.99965
70.0,0.9892,0.044004,204.127884,3292.238187,32.922338,0.0,0.5,0.001292,0.999761
71.0,0.9897,0.042309,204.127884,3292.238196,32.922338,0.0,0.5,0.001052,0.999808
72.0,0.9887,0.043504,204.127884,3292.238206,32.922338,0.0,0.5,0.0008,0.99993
73.0,0.9887,0.044373,204.127884,3292.238215,32.922338,0.0,0.5,0.000797,0.999907
74.0,0.9893,0.043842,204.127884,3292.238225,32.922338,0.0,0.5,0.000794,0.999895
75.0,0.9891,0.043373,204.127884,3292.238234,32.922338,0.0,0.5,0.001004,0.999828
76.0,0.989,0.044039,204.127884,3292.238244,32.922338,0.0,0.5,0.001016,0.999786
77.0,0.9894,0.043095,204.127884,3292.238256,32.922338,0.0,0.5,0.000871,0.999893
78.0,0.9894,0.043825,204.127884,3292.238267,32.922338,0.0,0.5,0.001798,0.999658
79.0,0.9889,0.044539,204.127884,3292.238278,32.922338,0.0,0.5,0.001053,0.999752
80.0,0.9894,0.043848,204.127884,3292.238287,32.922338,0.0,0.5,0.000589,0.99996
81.0,0.9898,0.043182,204.127884,3292.238297,32.922338,0.0,0.5,0.001368,0.99974
82.0,0.9895,0.043349,204.127884,3292.238308,32.922338,0.0,0.5,0.000695,0.99989
83.0,0.9895,0.043698,204.127884,3292.238318,32.922338,0.0,0.5,0.000667,0.999894
84.0,0.9895,0.044172,204.127884,3292.238329,32.922338,0.0,0.5,0.000898,0.999845
85.0,0.9891,0.0448,204.127884,3292.238339,32.922338,0.0,0.5,0.000523,0.999956
86.0,0.9892,0.04497,204.127884,3292.23835,32.922338,0.0,0.5,0.000652,0.999904
87.0,0.9896,0.044222,204.127884,3292.238361,32.922338,0.0,0.5,0.000442,0.999971
88.0,0.9896,0.044451,204.127884,3292.238372,32.922338,0.0,0.5,0.000357,0.999993
89.0,0.9893,0.045242,204.127884,3292.238394,32.922338,0.0,0.5,0.00038,0.999993
90.0,0.9895,0.04476,204.127884,3292.238405,32.922338,0.0,0.5,0.001112,0.999818
91.0,0.9895,0.044956,204.127884,3292.238415,32.922338,0.0,0.5,0.000338,0.999986
92.0,0.9895,0.045408,204.127884,3292.238426,32.922338,0.0,0.5,0.000383,0.999978
93.0,0.9893,0.045285,204.127884,3292.238438,32.922338,0.0,0.5,0.000969,0.999862
94.0,0.9893,0.045229,204.127884,3292.238464,32.922338,0.0,0.5,0.00029,1.0
95.0,0.9894,0.045684,204.127884,3292.238475,32.922338,0.0,0.5,0.000306,1.0
96.0,0.9893,0.046716,204.127884,3292.238486,32.922338,0.0,0.5,0.000524,0.999932
97.0,0.9887,0.046411,204.127884,3292.238497,32.922338,0.0,0.5,0.000331,0.999993
98.0,0.989,0.046073,204.127884,3292.238509,32.922338,0.0,0.5,0.000272,1.0
99.0,0.9891,0.04631,204.127884,3292.23852,32.922338,0.0,0.5,0.000243,1.0
100.0,0.9886,0.046879,204.127884,3292.238532,32.922338,0.0,0.5,0.00041,0.999934
