Round,Test Accuracy,Test Loss,Comm Cost (MB),Elapsed (s),Round Time (s),Straggler Ratio,Participation Rate,Train Loss,Train Accuracy
1.0,0.3318,1.921617,204.237747,7505.964153,75.059601,0.0,0.5,1.677381,0.401103
2.0,0.4446,1.51811,204.237747,7505.964168,75.059601,0.0,0.5,1.329922,0.534017
3.0,0.5021,1.372277,204.237747,7505.964171,75.059601,0.0,0.5,1.075439,0.619798
4.0,0.5338,1.311868,204.237747,7505.964173,75.059601,0.0,0.5,0.93515,0.670624
5.0,0.5608,1.265076,204.237747,7505.964176,75.059601,0.0,0.5,0.791172,0.721973
6.0,0.5803,1.22571,204.237747,7505.964179,75.059601,0.0,0.5,0.671409,0.765969
7.0,0.5893,1.226078,204.237747,7505.964181,75.059601,0.0,0.5,0.560024,0.806662
8.0,0.6013,1.190207,204.237747,7505.964184,75.059601,0.0,0.5,0.492997,0.831424
9.0,0.618,1.174359,204.237747,7505.964187,75.059601,0.0,0.5,0.43226,0.854356
10.0,0.621,1.169154,204.237747,7505.96419,75.059601,0.0,0.5,0.405335,0.864203
11.0,0.6256,1.170581,204.237747,7505.964192,75.059601,0.0,0.5,0.346618,0.883412
12.0,0.6387,1.153651,204.237747,7505.964195,75.059601,0.0,0.5,0.307397,0.89848
13.0,0.6323,1.170348,204.237747,7505.964198,75.059601,0.0,0.5,0.290732,0.905121
14.0,0.6372,1.170044,204.237747,7505.964201,75.059601,0.0,0.5,0.264304,0.913583
15.0,0.6437,1.180138,204.237747,7505.964204,75.059601,0.0,0.5,0.229601,0.925781
16.0,0.6429,1.12943,204.237747,7505.964208,75.059601,0.0,0.5,0.255071,0.916986
17.0,0.6492,1.14366,204.237747,7505.964211,75.059601,0.0,0.5,0.225972,0.925917
18.0,0.6499,1.159301,204.237747,7505.964215,75.059601,0.0,0.5,0.203965,0.93393
19.0,0.6508,1.163868,204.237747,7505.964219,75.059601,0.0,0.5,0.186519,0.939666
20.0,0.6544,1.175175,204.237747,7505.964223,75.059601,0.0,0.5,0.171156,0.944851
21.0,0.6538,1.151018,204.237747,7505.964226,75.059601,0.0,0.5,0.172066,0.945118
22.0,0.6531,1.18082,204.237747,7505.96423,75.059601,0.0,0.5,0.159164,0.948994
23.0,0.6522,1.217075,204.237747,7505.964234,75.059601,0.0,0.5,0.13503,0.956698
24.0,0.656,1.258484,204.237747,7505.964238,75.059601,0.0,0.5,0.123524,0.96102
25.0,0.6603,1.185828,204.237747,7505.964243,75.059601,0.0,0.5,0.146392,0.953041
26.0,0.6578,1.177231,204.237747,7505.964247,75.059601,0.0,0.5,0.153143,0.9516
27.0,0.6605,1.262995,204.237747,7505.964252,75.059601,0.0,0.5,0.103847,0.967661
28.0,0.6619,1.231567,204.237747,7505.964256,75.059601,0.0,0.5,0.129011,0.959246
29.0,0.6619,1.218981,204.237747,7505.964261,75.059601,0.0,0.5,0.123715,0.960627
30.0,0.6626,1.273525,204.237747,7505.964265,75.059601,0.0,0.5,0.099939,0.969106
31.0,0.6596,1.269937,204.237747,7505.96427,75.059601,0.0,0.5,0.101833,0.967799
32.0,0.6654,1.263548,204.237747,7505.964275,75.059601,0.0,0.5,0.098821,0.970273
33.0,0.663,1.237741,204.237747,7505.96428,75.059601,0.0,0.5,0.105038,0.966892
34.0,0.6642,1.297597,204.237747,7505.964288,75.059601,0.0,0.5,0.092749,0.971299
35.0,0.6655,1.326114,204.237747,7505.964293,75.059601,0.0,0.5,0.07945,0.976063
36.0,0.6654,1.303594,204.237747,7505.964298,75.059601,0.0,0.5,0.087562,0.973546
37.0,0.6637,1.417203,204.237747,7505.964303,75.059601,0.0,0.5,0.064904,0.981318
38.0,0.6684,1.342661,204.237747,7505.964309,75.059601,0.0,0.5,0.07981,0.975517
39.0,0.6692,1.361585,204.237747,7505.964314,75.059601,0.0,0.5,0.065434,0.980775
40.0,0.665,1.409361,204.237747,7505.96432,75.059601,0.0,0.5,0.06611,0.980471
41.0,0.6703,1.32859,204.237747,7505.964326,75.059601,0.0,0.5,0.075626,0.976831
