Round,Test Accuracy,Test Loss,Comm Cost (MB),Elapsed (s),Round Time (s),Straggler Ratio,Participation Rate,Train Loss,Train Accuracy
1.0,0.4697,1.540934,40.847549,18546.0388,185.460333,0.0,0.5,1.347373,0.520545
2.0,0.6154,1.083197,40.847549,18546.038811,185.460333,0.0,0.5,0.922524,0.67285
3.0,0.6475,1.026069,40.847549,18546.038815,185.460333,0.0,0.5,0.616724,0.781178
4.0,0.6482,1.13063,40.847549,18546.038818,185.460333,0.0,0.5,0.382719,0.867615
5.0,0.6468,1.197404,40.847549,18546.038821,185.460333,0.0,0.5,0.383558,0.866556
6.0,0.6673,1.144505,40.847549,18546.038824,185.460333,0.0,0.5,0.255266,0.912619
7.0,0.6698,1.219281,40.847549,18546.038826,185.460333,0.0,0.5,0.143007,0.951724
8.0,0.6694,1.288507,40.847549,18546.03883,185.460333,0.0,0.5,0.129544,0.957546
9.0,0.6676,1.309983,40.847549,18546.038833,185.460333,0.0,0.5,0.116102,0.962351
10.0,0.6717,1.358872,40.847549,18546.038836,185.460333,0.0,0.5,0.113546,0.962355
11.0,0.6831,1.411193,40.847549,18546.038839,185.460333,0.0,0.5,0.072369,0.977255
12.0,0.6831,1.485754,40.847549,18546.038843,185.460333,0.0,0.5,0.073397,0.975681
13.0,0.6881,1.489551,40.847549,18546.038846,185.460333,0.0,0.5,0.060293,0.980181
14.0,0.6865,1.508944,40.847549,18546.038849,185.460333,0.0,0.5,0.054199,0.982151
15.0,0.6751,1.857725,40.847549,18546.038852,185.460333,0.0,0.5,0.017875,0.994895
16.0,0.6804,1.910814,40.847549,18546.038856,185.460333,0.0,0.5,0.008339,0.997747
17.0,0.6783,1.519669,40.847549,18546.03886,185.460333,0.0,0.5,0.071334,0.976068
18.0,0.6906,1.514916,40.847549,18546.038864,185.460333,0.0,0.5,0.045192,0.9856
19.0,0.6846,1.737757,40.847549,18546.038867,185.460333,0.0,0.5,0.017695,0.994839
20.0,0.6864,1.673176,40.847549,18546.038871,185.460333,0.0,0.5,0.028163,0.990882
21.0,0.6959,1.708364,40.847549,18546.038877,185.460333,0.0,0.5,0.021671,0.993622
22.0,0.6946,1.952914,40.847549,18546.038881,185.460333,0.0,0.5,0.003377,0.999577
23.0,0.7007,1.908712,40.847549,18546.038885,185.460333,0.0,0.5,0.014728,0.995239
