Method,Dataset,#Clients,#Rounds,Test Accuracy (%),Convergence Round,Comm. Cost (MB),ToA@50 (s),ToA@60 (s),ToA@70 (s)
SecureFedPROM (Ours),FMNIST,50,50,88.48,2,12927.8,14.1,14.1,14.1
